CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUITAT;POTENCIA_FISCAL;CILINDRADA;PLACES;MARCA;NR_VEHICLES
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,64;1598;5;Nissan;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,59;1587;5;Citroen;4
B-01;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1998;1,75;101;2;Honda;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;9,42;1124;5;Peugeot;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,62;1595;5;Volkswagen;5
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,89;1896;5;Audi;2
B-01;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;1995;2,78;234;2;Honda;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;11,64;1598;5;Renault;2
B-01;TURISMO;Turismes de menys de 8 CV               ;1972;7,49;767;4;Seat;4
B-01;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1993;1,46;74;2;Honda;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;1996;11,69;1598;5;Opel;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;14,46;2295;4;Mercedes;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,89;1896;5;Volkswagen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;13,3;1995;7;Nissan;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;9,78;1197;5;Seat;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,7;1390;5;Volkswagen;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,89;1896;7;Seat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;9,78;1199;5;Opel;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,19;1968;5;A.U.D.I.;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;9,78;1197;5;Seat;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,64;1598;5;Volkswagen;4
B-01;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;0;1,45;125;2;Suzuki;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,48;1796;5;Mercedes;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;10,7;1390;5;Volkswagen;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,22;1975;5;Hyundai;2
B-01;TURISMO;Turismes de menys de 8 CV               ;0;7,83;999;2;Smart;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;10,7;1390;5;Seat;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;9,78;1197;5;Volkswagen;6
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Audi;6
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,42;1781;5;Volkswagen;5
B-01;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49,7;2;Yamaha;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;9,54;1149;5;Renault;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,63;1596;5;Ford;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,78;1870;5;Renault;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;11,59;1587;5;Citroen;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,63;1598;5;Opel;2
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2007;1,45;125;2;Suzuki;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;9,78;1197;5;Audi;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,89;1896;5;Volkswagen;6
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,63;1597;5;Honda;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,47;1560;5;Citroen;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,47;1560;5;Citroen;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,64;1598;5;Seat;6
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,63;1598;5;Opel;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,63;1596;5;Ford;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;9,54;1149;5;Renault;3
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2005;1,45;125;2;Yamaha;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,57;1582;5;Hyundai;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1996;12,42;1781;5;A.U.D.I.;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;11,62;1595;5;Seat;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,78;1868;5;Peugeot;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,79;1870;5;Renault;5
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;15,22;2499;7;Chrysler;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,59;1587;5;Toyota;2
B-01;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2010;1,45;125;2;Suzuki;3
B-01;TURISMO;Turismes de 16 fins a 19,99 CV          ;2001;17,44;2393;5;A.U.D.I.;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,94;1910;5;Opel;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,74;1399;5;Chevrolet;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,89;1896;5;Seat;4
B-01;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2008;4,39;499;2;Yamaha;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;13,31;1997;5;Peugeot;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;10,74;1399;5;Daewoo;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;10,74;1399;5;Ford;2
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2012;1,45;125;2;Honda;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,47;1560;5;Peugeot;2
B-01;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;0;13,19;1968;5;Audi;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,94;1910;5;Opel;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,73;1397;5;Peugeot;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,3;1753;5;Ford;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,94;1910;5;Opel;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,02;1461;5;Renault;5
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,3;1995;5;Toyota;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,89;1896;5;Seat;10
B-01;TURISMO;Turismes de 16 fins a 19,99 CV          ;2004;19,96;2995;5;Lexus;2
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2006;1,44;125;2;Honda;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,3;1998;5;Mazda;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10;1242;4;Fiat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,74;1398;5;Citroen;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,59;1364;5;Toyota;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,42;1781;5;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,7;1390;5;Volkswagen;3
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2014;1,45;124;2;Sym;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,3;1995;5;B.M.W.;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,45;1560;5;Peugeot;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,42;1328;4;Suzuki;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1997;12,89;1896;5;Seat;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,93;1905;5;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,64;1598;5;Opel;3
B-01;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1992;1,46;74;2;Honda;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,42;1781;5;Audi;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;1997;9,42;1124;5;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,64;1598;5;Toyota;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;10,75;1398;5;Toyota;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;9,78;1197;5;Audi;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,63;1598;5;Mini;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;13,88;2143;5;Mercedes-Benz;3
B-01;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2005;14,05;2188;7;Renault;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;12,78;1870;5;Renault;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;9,78;1197;5;Volkswagen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1997;5;Ford;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,63;1595;5;Volkswagen;2
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2006;1,45;125;2;Daelim;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1994;5;Subaru;3
B-01;TURISMO;Turismes de 16 fins a 19,99 CV          ;2003;17,89;2497;5;Bmw;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,02;1686;5;Opel;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1997;5;Citroen;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1994;5;Subaru;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;9,54;1149;5;Renault;2
B-01;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2005;2,19;249;2;Honda;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,42;1781;5;Volkswagen;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,59;1587;5;Peugeot;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,74;1398;5;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,75;1399;5;Chevrolet;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,02;1461;5;Renault;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,28;1992;5;Mercedes;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,47;1560;5;Peugeot;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;12,49;1798;5;Mitsubishi;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,56;1360;4;Citroen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,31;1997;7;Peugeot;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2013;12,49;1798;5;Toyota;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,59;1587;5;Citroen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,89;1896;5;Seat;5
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1995;5;Bmw;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Seat;9
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;12,02;1685;5;Hyundai;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,02;1461;5;Renault;4
B-01;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2006;2,19;249;2;Suzuki;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,7;1390;5;Seat;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,64;1598;5;Opel;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;8,72;1198;5;Skoda;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,56;1360;4;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;11,47;1560;5;Peugeot;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,63;1598;5;Volkswagen;5
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1995;4;Toyota;2
B-01;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2007;1,64;153;2;Honda;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,64;1598;4;B.M.W.;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,56;1360;5;Citroen;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;14,03;2184;5;Nissan;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;9,78;1197;5;Volkswagen;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,47;1560;5;Citroen;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;14,03;2184;5;Nissan;2
B-01;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1995;5;B.M.W.;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,7;1390;5;Volkswagen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;12,02;1685;5;Hyundai;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;11,47;1560;5;Ford;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,19;1968;5;Seat;2
B-01;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2011;1,45;125;2;Honda;12
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,03;1248;5;Fiat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,64;1598;5;Nissan;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,64;1598;4;Bmw;2
B-01;CAMION;Camions de més de 2.999 a 9.999 kg      ;2006;29,92;5880;3;Iveco;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,19;1968;5;A.U.D.I.;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;12,89;1896;5;Volkswagen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,19;1968;5;Volkswagen;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;10,7;1390;5;Renault;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2014;11,63;1686;5;Opel;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;9,54;1149;5;Renault;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,59;1587;5;Peugeot;3
B-01;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2010;1,92;200;2;Suzuki;3
B-01;TODO TERRENO;Turismes de 16 fins a 19,99 CV          ;2006;16,9;2982;8;Toyota;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,64;1598;5;Volkswagen;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;8,77;999;5;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;8,72;1198;5;Nissan;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,59;1587;7;Peugeot;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;10,47;1339;5;Honda;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,63;1597;5;Honda;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;14,05;2188;7;Renault;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,45;1398;5;Citroen;3
B-01;MOTOCICLETA;Motocicletes de més de 1.000 cc         ;2015;7,31;1170;2;Bmw;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;9,78;1197;5;Renault;2
B-01;TURISMO;Turismes de menys de 8 CV               ;2014;5;1242;5;Ford;2
B-01;TURISMO;Turismes de menys de 8 CV               ;2015;7,82;999;5;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,7;1390;5;Seat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;9,42;1124;5;Citroen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;12,89;1896;5;A.U.D.I.;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,45;1560;5;Peugeot;2
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,45;125;2;Kymco;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,3;1997;5;Ford;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2013;13,29;1995;5;Bmw;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,64;1598;5;Renault;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,47;1560;5;Citroen;9
B-01;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2003;15,89;2685;5;Jeep;2
B-01;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2015;14,09;2198;3;Ford;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,47;1560;5;Ford;2
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2008;1,44;124;2;Piaggio;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1995;5;B.M.W.;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;13,19;1968;5;Volkswagen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,29;1995;5;B.M.W.;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,47;1560;5;Ford;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,57;1360;5;Peugeot;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,89;1896;5;Volkswagen;8
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,02;1248;5;Opel;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,3;1998;5;Toyota;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;12,89;1896;5;Seat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,56;1598;5;Audi;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;8,73;1199;5;Citroen;6
B-01;VEHIC. ESPECIAL;Tractors de menys de 16 CV              ;2007;13,01;2331;1;Gehl;3
B-01;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2006;12,3;1753;5;Ford;5
B-01;TURISMO;Turismes de menys de 8 CV               ;2015;7,81;998;5;Ford;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,78;1870;5;Renault;7
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,47;1560;5;Citroen;11
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,64;1598;7;Toyota;3
B-01;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2011;1,44;124;2;Piaggio;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,89;1896;5;Volkswagen;7
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,45;2035;5;Mercedes;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,47;1560;7;Peugeot;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,47;1560;5;Ford;4
B-01;TURISMO;Turismes de menys de 8 CV               ;2010;7,83;999;2;Smart;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,03;1461;5;Nissan;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;13,29;1995;5;Bmw;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,64;1598;5;Renault;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;10,75;1398;5;Citroen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1994;13;1984;5;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,74;1398;4;Citroen;4
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2005;1,44;124;2;Yamaha;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,89;1896;5;A.U.D.I.;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1998;5;Ford;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,64;1598;5;Toyota;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1995;5;B.M.W.;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,48;1796;4;Mercedes;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;14,01;2179;5;Land;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,7;1390;5;Seat;3
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2007;1,45;124;2;Yamaha;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,29;1995;5;Renault;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,89;1896;5;Volkswagen;7
B-01;VEHICULO MIXTO ADAPTABLE;Turismes de 8 fins a 11,99 CV           ;2010;11,02;1461;5;Renault;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,45;2035;5;Mercedes;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,31;1997;5;Peugeot;5
B-01;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2011;13,19;1968;5;A.U.D.I.;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1997;5;Peugeot;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,64;1598;4;Mini;6
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,47;1560;5;Peugeot;3
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2013;1,45;125;2;Honda;5
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,29;1995;5;Opel;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;13,19;1968;5;Audi;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;12,89;1896;5;Audi;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;9,54;1149;5;Renault;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,02;1461;5;Renault;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,59;1364;5;Toyota;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,64;1598;5;Nissan;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;13,3;1997;5;Nissan;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,19;1968;5;Volkswagen;5
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;13,29;1995;5;Bmw;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,19;1968;5;A.U.D.I.;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,47;1560;5;Citroen;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,3;1995;7;Opel;2
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2006;1,45;125;2;Suzuki;4
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;13,3;1997;5;Citroen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,78;1870;5;Renault;5
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,19;1968;5;Volkswagen;6
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;13,29;1995;5;Renault;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,89;1896;5;Skoda;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,29;1995;5;Bmw;2
B-01;MOTOCICLETA;Motocicletes fins a 125 cc              ;2006;1,44;124;2;Aprilia;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,62;1595;5;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,64;1598;4;Audi;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,89;1896;5;Seat;7
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;13,31;1997;5;Peugeot;3
B-01;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;2000;12,78;1868;5;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;11,17;1493;5;Honda;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,42;1781;5;A.U.D.I.;2
B-01;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1981;1;74;2;Vespa;2
B-01;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1991;1,95;121;2;Vespa;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;11,64;1598;5;Opel;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;1995;13,25;1984;5;Volkswagen;3
B-01;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;1;Vespino;2
B-01;VEHIC. ESPECIAL;Tractors de menys de 16 CV              ;2006;3,59;567;1;M.Z.Imer;6
B-01;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49;1;Derbi;2
B-01;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;1;Derbi;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,59;1587;7;Peugeot;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;12,01;1686;5;Opel;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2013;12,02;1685;5;Hyundai;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;12,9;1896;5;Seat;3
